
DATI PRE-SCREMATURA: 

N° = 150

media = 0.757344

deviazione standard = 1.31627

Il processo di scrematura ha eliminato 5 dati

DATI POST-SCREMATURA: 

N° = 145

media = 0.518514

deviazione standard = 0.279629

NUOVO CAMPIONE: 

dati[0] = 0.793657
dati[1] = 0.783099
dati[2] = 0.861917
dati[3] = 0.335223
dati[4] = 0.277775
dati[5] = 0.477397
dati[6] = 0.364784
dati[7] = 0.95223
dati[8] = 0.635712
dati[9] = 0.141603
dati[10] = 0.0163006
dati[11] = 0.137232
dati[12] = 0.156679
dati[13] = 0.12979
dati[14] = 0.998924
dati[15] = 0.512932
dati[16] = 0.61264
dati[17] = 0.637552
dati[18] = 0.493583
dati[19] = 0.292517
dati[20] = 0.526745
dati[21] = 0.400229
dati[22] = 0.283315
dati[23] = 0.807725
dati[24] = 0.0697553
dati[25] = 0.525995
dati[26] = 0.192214
dati[27] = 0.890233
dati[28] = 0.0641713
dati[29] = 0.457702
dati[30] = 0.23828
dati[31] = 0.902208
dati[32] = 0.266666
dati[33] = 0.375207
dati[34] = 0.512535
dati[35] = 0.531606
dati[36] = 0.437638
dati[37] = 0.93081
dati[38] = 0.284293
dati[39] = 0.639979
dati[40] = 0.687861
dati[41] = 0.440105
dati[42] = 0.829201
dati[43] = 0.228968
dati[44] = 0.35036
dati[45] = 0.956468
dati[46] = 0.657304
dati[47] = 0.43956
dati[48] = 0.398437
dati[49] = 0.684219
dati[50] = 0.482491
dati[51] = 0.950252
dati[52] = 0.14766
dati[53] = 0.641081
dati[54] = 0.619596
dati[55] = 0.786002
dati[56] = 0.447034
dati[57] = 0.187533
dati[58] = 0.556444
dati[59] = 0.169607
dati[60] = 0.103171
dati[61] = 0.495444
dati[62] = 0.984752
dati[63] = 0.684445
dati[64] = 0.749771
dati[65] = 0.29416
dati[66] = 0.584489
dati[67] = 0.15239
dati[68] = 0.943051
dati[69] = 0.164102
dati[70] = 0.0745298
dati[71] = 0.0525293
dati[72] = 0.176211
dati[73] = 0.797798
dati[74] = 0.656564
dati[75] = 0.639458
dati[76] = 0.0934805
dati[77] = 0.52021
dati[78] = 0.0699064
dati[79] = 0.46142
dati[80] = 0.573319
dati[81] = 0.0519388
dati[82] = 0.999994
dati[83] = 0.889956
dati[84] = 0.997799
dati[85] = 0.87054
dati[86] = 0.00416161
dati[87] = 0.593892
dati[88] = 0.163132
dati[89] = 0.913027
dati[90] = 0.359095
dati[91] = 0.57943
dati[92] = 0.687387
dati[93] = 0.530808
dati[94] = 0.304295
dati[95] = 0.576971
dati[96] = 0.747809
dati[97] = 0.0354209
dati[98] = 0.833239
dati[99] = 0.383832
dati[100] = 0.979434
dati[101] = 0.903366
dati[102] = 0.66688
dati[103] = 0.163968
dati[104] = 0.888949
dati[105] = 0.649707
dati[106] = 0.62948
dati[107] = 0.70062
dati[108] = 0.328777
dati[109] = 0.074161
dati[110] = 0.223656
dati[111] = 0.510686
dati[112] = 0.280042
dati[113] = 0.719269
dati[114] = 0.471483
dati[115] = 0.944318
dati[116] = 0.336351
dati[117] = 0.434513
dati[118] = 0.344943
dati[119] = 0.833243
dati[120] = 0.675476
dati[121] = 0.481936
dati[122] = 0.712087
dati[123] = 0.621823
dati[124] = 0.413984
dati[125] = 0.673936
dati[126] = 0.347116
dati[127] = 0.609106
dati[128] = 0.730729
dati[129] = 0.740438
dati[130] = 0.920914
dati[131] = 0.65313
dati[132] = 0.532441
dati[133] = 0.260497
dati[134] = 0.686125
dati[135] = 0.111276
dati[136] = 0.57669
dati[137] = 0.121143
dati[138] = 0.775767
dati[139] = 0.329642
dati[140] = 0.984363
dati[141] = 0.827391
dati[142] = 0.188201
dati[143] = 0.958637
dati[144] = 0.764871
